asi_slno,raw_text,page
144,The Afsah-wala-ki-Masjid situated outside the Nizamuddin South East west gate of Humayun's tomb with its dalans Delhi and paved court.,77
145,"Humayun's tomb, its platforms, garden, Nizamuddin South East enclosure walls and gateways Khasra No. Delhi 258 bounded on the east by Khasra No.180 & 181 & 244 of Miri Singh and on west by Kh. No. 268 & 253 on the north by Khasra No. 266, on the south by Kh No. 245 of Miri Singh & Kh. No. 248 & 249 of Sayyed Mohummad",77
146,Nila Gumbaz outside the south corner of the Nizamuddin South East enclosure of Humayun's tomb. Delhi,77
147,"The tomb of Isa Khan with its surrounding Nizamuddin South East enclosure walls and turrets, garden, Delhi gateways and mosque.",77
148,The Tomb of Afsah-wala immediately near Nizamuddin South East and to the south of Afsah-wala-ki-Masjid Delhi,77
149,Tomb of Khan-i-Khana Nizamuddin South East Delhi,77
150,Bara Pulah bridge near Nizammudin Nizamuddin South East Delhi,77
151,"The Nili Chhatri or Sabz Burj, once used as a Nizamuddin South East Police Station at Nizamu’d-Din. Delhi",77
152,The Chausath Khamba and tomb of Mirza Nizamuddin South East Aziz Kokaltash Delhi,77
153,The Grave of Jahanara Begum Nizamuddin South East Delhi,77
154,The Grave of Muhammad Shah Nizamuddin South East Delhi,77
155,The Grave of Mirza Jahangir Nizamuddin South East Delhi 77 Sl.No. Name of the Monument / Site Locality District,77
156,Bara Khamba outside north entrance to Nizamuddin South East shrine Delhi,78
157,Tomb of Mirza Muzaffar called Chota Nizamuddin South East Batasha Delhi,78
158,"Unknown tomb Ghiaspur 153, Nizamuddin South East Delhi",78
159,Tomb with three domes near Rly. Station Nizamuddin South East Delhi,78
160,Tomb of Mirza Muzaffar called Bara Batasha Nizamuddin South East Delhi,78
161,Tomb of Amir Khusro Nizamuddin South East Delhi,78
162,Baoli Nizamuddin South East Delhi,78
163,Tomb of Nizamuddin Olia Nizamuddin South East Delhi,78
164,Tomb of Atgah Khan Nizamuddin South East Delhi,78
165,Mazar of MirzaGhalib Nizamuddin South East Delhi,78
166,"Walls, gateways bastions and internal Tughlaqabad South East buildings of both inner and outer citadels of Delhi Tughlaqabad Fort",78
167,"Walls, gates and bastions of Adilabad Tughlaqabad South East (Muhammadabad) and causeway leading Delhi there to from Tughlaqabad.",78
168,Nai ka kot in Tughlaqabad Tughlaqabad South East Delhi,78
169,"Tomb of Ghiyasu’d-Din Tughlaqabad walls Tughlaqabad South East and bastions, gates andcauseway including Delhi the tomb of Daud Khan",78
170,Tomb of Mohammad Tughlaq Shah at Tughlaqabad South East Tughlaqabad Delhi,78
171,Walls of old City of Tughlaqabad. Tughlaqabad South East Delhi,78
172,Ancient Mosque (Babur’s Period) together Palam Village South West with adjacent area comprised in part of Delhi Survey plot No. 177 78,78
18,List of Centrally Protected Monuments / Sites under the jurisdiction of Odisha (Bhubaneswar Circle) Sl.No. Name of the Monument / Site Locality District,79
1,Chausatti Jogini temple together with three Jharial Bolangir minor shrines and adjacent land,79
2,Group of Temples Ranipur-Jharial Bolangir,79
3,Tempes of Nilamadhava and Siddheswara Gandharadhi Boudh,79
4,"Paschima-Somanatha, Bhubaneswar and Boudh Town Boudh Kapilesvara Temples",79
5,Ancient site of Asurgarh fort Asurgarh Kalahandi,79
6,Daksha Prajapati temple together with Banpur Khurda adjacent land,79
7,Bhaskareswar temple Bargarh (In Khurda Bhubaneswar now),79
8,Brahmeswar temple with its minor shrines in Bargarh (In Khurda the compound Bhubaneswar now),79
9,Nabakeswar Temple Bargarh (In Khurda Bhubaneswar now),79
10,Rameswar Temple Bargarh (In Khurda Bhubaneswar now),79
11,Magheswar temple with its minar shrine Besuaghai (In Khurda Bhubaneswar now),79
12,Anantha Basudeva temple Bhubaneswar Khurda,79
13,Bakeswar temple Bhubaneswar Khurda,79
14,Boital Temple Bhubaneswar Khurda,79
15,Chitrakarni temple Bhubaneswar Khurda,79
16,Jameswar temple with its minor shrines Bhubaneswar Khurda,79
17,"Lord Lingraj Temple with all the minor Bhubaneswar Khurda temples in the compound as given below- (i) Amania well, (ii) Astmurti (iii) Chandeswar Deb, (iv) Gopaluni temple (v) Ladukeswar temple, (vi)Parbati temple, (vii) Sabitri Devi temple, (viii)Sakreswar temple, (ix) Sathidosi temple",79
18,Maitreswar temple with all the minor temples Bhubaneswar Khurda in the compound,79
19,Makareswar temple with its minor shrines Bhubaneswar Khurda,79
20,Markundeswar temple Bhubaneswar Khurda,79
21,Papnasini Tank together with adjacent area Bhubaneswar Khurda 79 Sl.No. Name of the Monument / Site Locality District,79
22,Paramguru temple together with adjacent Bhubaneswar Khurda area,80
23,Parsurameswar temple Bhubaneswar Khurda,80
24,Raja Rani temple Bhubaneswar Khurda,80
25,Sari Deul No. 1 Bhubaneswar Khurda,80
26,Sidheswar temple Bhubaneswar Khurda,80
27,Sisiresvara temple together with adjacent Bhubaneswar Khurda area,80
28,Sahasralinga Tank Bhubaneswar Khurda,80
29,Mukteswar temple with its minor shrines but Bhubaneswar Khurda excluding the Murich Kunda.,80
30,Rock inscription of the edicts of Asoka Dhauli Khurda together with the stone built shelter in front and the elephant sculpture immediately above it,80
31,"Small rock cut cell with a niche and an Dhauli Khurda inscription of Santikara, a Bhauma King",80
32,Chausath Jogini temple locally known as Hirapur Khurda Mahamaya temple,80
33,"All ancient caves, structures and other Jagmara Khurda monuments or remains situated on the Udaygiri and the Khandagiri hills except the temple of Parasnath on the top of the Khandagiri hill and also the temple in front of the Barabhuji and the Trisula Caves",80
34,"Ancient remains inside and outside the Sisupalgarh Khurda rampart, mostly burriedF",80
35,Kapileswar Temple Kapileswar Khurda,80
36,Monuments of Gangadara Swami Kottakolla Ganjam,80
37,Jagadeswara Swami Kottakolla Ganjam,80
38,Bhima temple Mahendragiri Ganjam,80
39,Kunti temple Mahendragiri Ganjam,80
40,Yudhistra temple Mahendragiri Ganjam,80
41,Asoka Rock Inscriptions Pandya Ganjam (Puri Circle) Sl.No. Name of the Monument / Site Locality District,80
1,Bhingesvara Mahadeva temple Bajrakot Angul,80
2,Rock-cut Vishnu Rasol Angul,80
3,"Ruined fortress Agrahat, Jaj Bhairab, Cuttack Kedarswar, Mundmal, Chaudar, Kapaleswar, Chhatisa, Bandals, Govind Jew Patna",80
4,Ruins of the Buddhist temples and images Bandareswar Cuttack,80
5,Bhubaneswar Mahadev temple Balia Jagatsinghapur 80 Sl.No. Name of the Monument / Site Locality District,80
6,"The Ancient monuments of Barabati Fortress Cuttack Cuttack and the ruins and remains of all ancient edifices, gateways, etc., and excepting the Mosque",81
7,Churangarh Fort locally known as Sarangarh Dadhapatna Cuttack,81
8,Ananateshwar Mahadev Temple Lendura Bhagwanpur Cuttack,81
9,Pancha Pandava temple together with Magura Dhanmandal Cuttack adjacent land,81
10,Ruins of Buddhist temples and images Nalitgiri (Lalitgiri) Jajpur,81
11,Ancient sites at Baneswaranasi Padamal Pattana Cuttack,81
12,Sri Sri Mahimamani Dev Ragadi Cuttack,81
13,Durga temple Rameswar Cuttack,81
14,"Simhanatha Mahadeva temple Simhanatha Pitha, Cuttack Mauza Gopinathpur",81
15,The Monolith (a massive stone pillar) also Siriapur Jajpur called Chandeswar Pillar (In Jajpur town now),81
16,Temple of Kapileswar Mahadev Hatuari Dhenkanal,81
17,Chandrasekhar Temple (Group of Kapilas Dhenkanal Monuments and Ancient Steps),81
18,Kanakesvara Mahadev Temple and Group of Kualo Dhenkanal Temples,81
19,Arnakotiswar alias Unnnakotiswar Mahadev Latadeipur Dhenkanal Temple,81
20,Ananta Sayi Vishnu Sarang Dhenkanal,81
21,Varahanatha Jew Temple Bidhan Jajpur (In Jajpur town now),81
22,"Udayagiri Hill. Chandia jajpur Old hill containing many valuable sculptures, images and inscription,etc of Buddhist age. On the top, there is a math and a small temple of Mahakal",81
23,"Jagannath Temple including Mukteswar Jajpur Town Jajpur Temple, Snand Body Bhogasala and compound wall around the Temple including North and East Gates",81
24,"Ancient Buddhist Site, Langudi Hill Langudi Hill, Mauza Jajpur Salipur, Fazilpur and Panimuhani",81
25,Old Hill containing many valuable sculptures Ratnagiri Jajpur and images,81
26,Dharma Mahakal Temple Ratnagiri Jajpur,81
27,The Mahratta bridge lacally known as the Siriapur Jajpur Atharanulla (eighteen arches bridge) and (In Jajpur town now) also as Tentulimal bridge,81
28,"Four colossal images named: Sub-Collector’s Jajpur (i) Varahi, (ii) Chamunda, (iii) Indrani, (iv) residential complex Kalijuga in the compound of the sub (Town Jajpur) divisional officer’s quarters 81 Sl.No. Name of the Monument / Site Locality District",81
29,Trilochaneswar Mahadev Temple Trilochanpur Jajpur (In Jajpur town now),82
30,Vikramkhol rock inscriptions Vikramkhol Jharsuguda,82
31,Ancient site of Asurgarh fort Asurgarh Kalahandi,82
32,"Paintings on the rock locally known as Sitabhanji, Daguapasi Keonjhar Ravana Chhaya and other ancient villages monuments and remains",82
33,Prehistoric sites Baidyapur Mayurbhanj,82
34,Ruins of ancient fort Haripur Mayurbhanj,82
35,Prehistoric sites Kuchai Mayurbhanj,82
36,Prehistoric sites Kuliana Mayurbhanj,82
37,"The Ancient Monument of the Black pagoda Konark Puri and the ruins and remains of all ancient edifices, images, structures, basements, pillars carvings, walls, gateways, etc.",82
38,Varahi temple Puri Puri,82
39,Bridge of eighteen openings over the Puri Puri Madhupur (alias Hul hulia) stream known as Athara Nala Bridge,82
40,Shri Jagannath Temple and subsidiary Puri Puri shrines together with adjacent area 82,82
19,List of Centrally Protected Monuments under the jurisdiction of Puducherry (U.T.) (Chennai Circle) Sl.No. Name of the Monument / Site Locality District,83
1,Archaeological site and remains. Arikkamedu Puducherry (Ariankuppam),83
2,Siva temple dedicated to Sri Mulanathar Bahur Puducherry,83
3,Siva temple dedicated to Thirukkundangudi Madagadipattu Puducherry Mahesvarar called also dear kovil,83
4,Siva temple dedicated to Swayambhunatha Nedungadu Puducherry Swami or Tantondriyivar,83
5,Siva Temple Settur Puducherry,83
6,Vishnu temple dedicated to Tingalai Sri Tirubuvanai Puducherry Varadarajaperumal,83
7,Siva temple dedicated to Sri Tiruvandar Koil Puducherry Panchanathaeswarar or Sri Vadukiswarar 83,83
20,List of Centrally Protected Monuments / Sites under the jurisdiction of Punjab (Chandigarh Circle) Sl.No. Name of the Monument / Site Locality District,84
1,Ram Bagh Gate Amritsar Amritsar,84
2,Summer Palace of Maharaja Ranjit Singh Amritsar Amritsar,84
3,Bhatinda Fort Bhatinda Bhatinda,84
4,Ancient site & Buddhist Stupa Sanghol (Uncha Pind) Fatehgarh Sahib,84
5,Ancient Buddhist Stupa Site (SGL-11) Sanghol Fatehgarh Sahib,84
6,The mound about 60 feet high known as Abohar Fazilka Mud Fort situated in field No. 1787/1/1,84
7,Baradari generally known as Anarkali Batala Gurdaspur,84
8,Shamsher Khan's Tomb Batala Gurdaspur,84
9,Takht-i-Akbar Kalanaur Gurdaspur,84
10,Seven Kos Minars on old Badshahi highway Birpind Jalandhar form Delhi to Lahore,84
11,Seven Kos Minars on old Badshahi highway Chima Kalan Jalandhar from Delhi to Lahore,84
12,Mughal Bridge Dakhni Jalandhar,84
13,Sarai including Gateway Dakhni Jalandhar,84
14,Seven Kos Minars on old Badshahi highway Dakhni Jahangir Jalandhar from Delhi to Lahore,84
15,"Mughal Kos Minar, Three Miles of north- Dakhni Khanpur Jalandhar west of Dakhni Sarai Dhadha",84
16,Ancient Mound comprised in Survey Plot Katpalon Jalandhar No. 58,84
17,Theh Gatti (Mound) Nagar Jalandhar,84
18,Seven Kos Minars on old Badshahi highway Nakodar Jalandhar from Delhi to Lahore,84
19,"Two tombs, viz. the first octagonal and Nakodar Jalandhar known as the tomb of Muhammad Momin, the ‘Ustad’, now empty, and the other square and known as the tomb of Haji Jamal, his pupil; the latter, contais 5 graves inside and one on a platform outside",84
20,Sarai including gateway Nurmahal Jalandhar,84
21,Maharaja Ranjit Singh Fort Phillaur Jalandhar 84 Sl.No. Name of the Monument / Site Locality District,84
22,Seven Kos Minars on old Badshahi highway Shampur Jalandhar from Delhi to Lahore,85
23,Seven Kos Minars on old Badshahi highway Tut Kalan Jalandhar from Delhi to Lahore,85
24,Seven Kos Minars on old Badshahi highway Upal Jalandhar from Delhi to Lahore,85
25,Kos Minar about three miles east of Dhandari Kalan Ludhiana Ludhiana (missing),85
26,Kos Minar near the village of Ghungrali Ghungrali Rajputan Ludhiana Rajputan,85
27,Kos Minar near the Sarai of Lashkari Khan Laskari Khan Ludhiana,85
28,Kos Minar about one mile east of Ludhiana Sherpur Kalan Ludhiana,85
29,Ancient Site of Sunet Sunet Ludhiana,85
30,Kos Minar near the village of Sunnahwal Sunnahwal Ludhiana,85
31,Mound near college compound Ropar Ropar,85
32,Gateway of the old Sarai Akbar or Jahangir Amanat Khan Taran Taran,85
33,Gateway of the old Sarai Akbar or Jahangir Fatehabad Taran Taran 85,85
21,List of Centrally Protected Monuments / Sites under the jurisdiction of Rajasthan (Jaipur Circle and Jodhpur Circle) Jaipur Circle Sl.No. Name of the Monument / Site Locality District,86
1,Ancient site Bhangarh Alwar,86
2,Siva temple Neelkanth Alwar,86
3,Baori and Adjacent Archaeological remains Neemrana Alwar,86
4,Ancient Remains Pandrupol Alwar,86
5,Lal Masjid Tijara Alwar,86
6,Ruins of Temples Atru or Ganesh Ganj Baran,86
7,Yupa Pillars Badva Baran,86
8,Temple (12 century) Baran Baran,86
9,Ancient Ruins and Structural Remains Krishnavilas Baran,86
10,"Old Temples, Statues and Inscriptions Shergarh Baran",86
11,Akbar's Chhatri Bayana Bharatpur,86
12,Ancient Fort with its Monuments Bayana Bharatpur,86
13,Brahmabad Idgah Bayana Bharatpur,86
14,Islam Shah's Gate Bayana Bharatpur,86
15,Jahangir's Gateway Bayana Bharatpur,86
16,Jhajri Bayana Bharatpur,86
17,Saraj Sad-ul-lah Bayana Bharatpur,86
18,Usha Mandir Bayana Bharatpur,86
19,Lodhi's Minar Bayana Bharatpur,86
20,Fateh Burj near Anah Gate Bharatpur Bharatpur,86
21,Moat surrounding the Fort wall Bharatpur Bharatpur,86
22,Fort walls including Chowburja gate and Bharatpur Bharatpur approach bridges at the chowburja and ashtadhatu gates.,86
23,Jawahar Burj and Ashtadhatu Gateway Bharatpur Fort (inside) Bharatpur,86
24,Delhi Gate Bharatpur Fort Bharatpur (outside),86
25,Deeg Bhawans (Palace) Deeg Bharatpur,86
26,Looted gun Deeg Bharatpur,86
27,Marble Jhoola Deeg Bharatpur 86 Sl.No. Name of the Monument / Site Locality District,86
28,Chaurasi Khamba temple Kaman Bharatpur,87
29,Ancient Mound Malah Bharatpur,87
30,Ancient Mound Noh Bharatpur,87
31,Colossal image of Yaksha Noh Bharatpur,87
32,Lal Mahal Rupvas Bharatpur,87
33,Mahakal and two other temples Bijolia Bhilwara,87
34,Rock Inscriptions (12 century) Bijolia Bhilwara,87
35,Rock Inscriptions within the Parsvanath Bijolia Bhilwara Temple compound (12 century),87
36,Ancient temple known as Kaneri-ki-Putli Khadipur village Bhilwara,87
37,Wall Paintings of Hardoti School in the Bundi Bundi palace,87
38,Ancient Mound Keshwarai Patan Bundi,87
39,Ancient Mound Nainwa Bundi,87
40,Ancient Mound Abaneri Dausa,87
41,Baori Abaneri Dausa,87
42,Harsat Mata-ka-Mandir Abaneri Dausa,87
43,Banjaron ki Chhatri containing two pillars Lalsote Dausa similar to railing pillars of Bharhut Stupa,87
44,Ancient Mound Maheshra Dausa,87
45,Ancient Mound Raniwas Dausa,87
46,Ancient Mound Sikrai Dausa,87
47,Jogni-Jogna Temple Dholpur Dholpur,87
48,Sher Garh Fort Dholpur Dholpur,87
49,Babur's Garden along with Ancient Jhor Dholpur Structures,87
50,Sun Temple Amber Jaipur,87
51,Jama Masjid Amber Jaipur,87
52,Laxmi Narainji's Temple Amber Jaipur,87
53,Sri Jagat Siromaniji temple Amber Jaipur,87
54,Excavated Site Bairat Jaipur,87
55,Pundrik-ji-ki Haveli- Paintings in a room Brahmpuri Jaipur,87
56,Temple containing Fresco paintings Gultaji Jaipur,87
57,"Fortress known as Medhaji-ka-Mahal, JamwaRamgarh Jaipur",87
58,Excavated Site Sambhar Jaipur,87
59,Buddhist Caves and Pillars Binnayaga (Dag) Jhalawar,87
60,Caves of Naranjani etc. Binnayaga (Dag) Jhalawar,87
61,Ancient Ruins Dalsagar (Ganga Dhar) Jhalawar,87
62,Ancient Ruins Dudhaliya (Dag) Jhalawar,87
63,Buddhist Caves Hathiagor Jhalawar,87
64,Old Temples near the Chandrabhaga Jhalrapatan Jhalawar,87
65,"Buddhist Caves, Pillars, Idols Kolvi (Dag) Jhalawar",87
66,Wall Paintings in the palaces of Maharaja Karauli Karauli Gopal Lal,87
67,Siva Temple and two unpublished Gupta Charchoma Kota 87 Sl.No. Name of the Monument / Site Locality District Inscriptions,87
68,"Temple, Fort wall and Statues Dara or Mukandara Kota",88
69,Temple with Inscriptions Kanswa Kota,88
70,Ranthambhore Fort Ranthambore Sawai Madhopur,88
71,Persian Inscriptions in a Baori Sawai Madhopur Sawai Alanpur Madhopur,88
72,Jain Temple Sawai Madhopur Sawai Alanpur Madhopur,88
73,Harshnath Temple Harsh Sikar,88
74,Bisal Deoji's Temple Bisalpur Tonk,88
75,Ancient Mound Bundwali Doongri Tonk,88
76,Ancient Mound Gariagarh (Newai) Tonk,88
77,Devapura Barodia Mounds Jhalai Tonk,88
78,Hathi Bhata Kakor Tonk,88
79,Ancient Mound Nagar Tonk,88
80,Excavated Site Nagar Tonk,88
81,Inscription in Fort Nagar Tonk,88
82,Mand Kila Tal Inscription Nagar Tonk,88
83,Yupa Pillars in Bichpuria Temple Nagar Tonk,88
84,Inscription Panwar Tonk,88
85,Excavated Site Rairh (Newai) Tonk,88
86,Kala Pahar Temple Todaraisingh Tonk,88
87,Kalyanraiji's Temple Todaraisingh Tonk,88
88,Laxmi Narainji's Temple Todaraisingh Tonk,88
89,Baories old locally known as Hadi Rani ka Todaraisingh Tonk Kund,88
90,Pipaji's Temple (near dispensary) Todaraisingh Tonk Jodhpur Circle Sl.No. Name of the Monument / Site Locality District,88
1,Delhi Gate consisting of one archway Ajmer Ajmer,88
2,Magazine Buildings in the Ajmer Fort Ajmer Ajmer,88
3,One Baori on the Ajmer-Jaipur Road Ajmer Ajmer,88
4,Saheli Bazar Buildings in Daulat Bagh Ajmer Ajmer,88
5,The Adhai Din-ka-Jhonpra Ajmer Ajmer,88
6,The Badshahi Haveli in the Naya Bazar Ajmer Ajmer,88
7,The Marble Pavilions and Balustrade on the Ajmer Ajmer Ana Sagar Bundand the Ruins of the Marble Hammam behind the Ana Sagar Bund,88
8,"Tomb of Allauddin Khan known as ""Sola Ajmer Ajmer Thumba""",88
9,Tombs of Abdulla Khan and his wife Ajmer Ajmer,88
10,Tripolia Gate Ajmer Ajmer 88 Sl.No. Name of the Monument / Site Locality District,88
11,Gateway of Taragarh Hill Ajmer (Taragarh) Ajmer,89
12,Kos Minar erected by Emperor Akbar Ajmer-Jaipur Road Ajmer,89
13,Kos Minar erected by Emperor Akbar Ajmer-Jaipur Road Ajmer,89
14,Kos Minar erected by Emperor Akbar. Chatri Ajmer,89
15,One Sarai Chatri Village Ajmer,89
16,Kos Minar erected by Emperor Akbar. Ghugra Ajmer,89
17,Kos Minar erected by Emperor Akbar Hushiara Ajmer,89
18,Kos Minar erected by Emperor Akbar Hushiara Ajmer,89
19,Kos Minar erected by Emperor Akbar Kair Ajmer,89
20,Kos Minar erected by Emperor Akbar Khanpura/Kayampura Ajmer,89
21,Mahal Badshahi at Pushkar Pushkar Ajmer,89
22,Brahmaji Temple Pushkar Ajmer,89
23,Siva temple and ruins Arthuna Banswara,89
24,Ancient Remains Vithal Deva Banswara,89
25,Bhandasar Jain Temple Bikaner Bikaner,89
26,Jain Temple of Susani Goddess Morkhana Village Bikaner,89
27,Ghateshwar Temple Badoli Chittaurgarh,89
28,Kund Badoli Chittaurgarh,89
29,Shrinagar Chawri Badoli Chittaurgarh,89
30,Temple of Ashtamata Badoli Chittaurgarh,89
31,Temple of Ganesh Badoli Chittaurgarh,89
32,Temple of Sheshashayan Badoli Chittaurgarh,89
33,Temple of Shiv and Kund Badoli Chittaurgarh,89
34,Temple of Trimurti Badoli Chittaurgarh,89
35,Temple of Vamanavatar known as Narad Badoli Chittaurgarh Temple,89
36,Fort of Chittaur as a whole Chittaur Chittaurgarh,89
37,Menal (Mahanal) Temples and Math Menal Chittaurgarh,89
38,Hathiwada enclosure with inscription Nagari Chittaurgarh together with adjacent land in Survey Plot No. 301,89
39,"Ancient ruins in whole of survey Nagari Chittaurgarh no:991,992,993,994/1,994/3, 995,996,997,998,999,1000 and 1002.",89
40,Archaeological site & remains at Jeora Nilodh / Jeora Chittaurgarh comprised in Survey plot No. 416,89
41,Jain Temple Inscription Baroda Dungarpur,89
42,Somnath Temple Dev Somnath Dungarpur,89
43,Ancient Mound Baror Ganganagar,89
44,Ancient Mounds Bhannar Theri Ganganagar,89
45,Ancient Mounds (2) Binjor Ganganagar,89
46,Ancient Mound Chak-86 Ganganagar,89
47,Ancient Mounds (2) Mathula Ganganagar,89
48,Ancient Mounds Rang Mahal Ganganagar,89
49,Ancient Mound Tarkhanewala Dera Ganganagar 89 Sl.No. Name of the Monument / Site Locality District,89
50,Ancient Mounds Badopal Hanumangarh,90
51,Ancient Mounds Bhadrakali Hanumangarh,90
52,Ancient Mounds Dhokal Hanumangarh,90
53,Fort Bhatner Hanumangarh Hanumangarh,90
54,Ancient Mounds (3) Kalibanga Hanumangarh,90
55,Ancient Mounds Manak Hanumangarh,90
56,Ancient Mounds Munda Hanumangarh,90
57,Ancient Mounds Peer Sultan Hanumangarh,90
58,Ancient Mound Pilibanga Hanumangarh,90
59,Fort including Ancient Temples Jaisalmer Jaisalmer,90
60,Ancient Site Lodruva Patan Jaisalmer,90
61,Fort Mandore Jodhpur,90
62,Chetak Samadhi Chetak Samadhi Rajsamand,90
63,"Archaeological Siteand Remains comprised Gilund (Bhagwan Pura) Rajasamand in Survey plot No. 938, 941, 1065, 1066, 1067, 1068, 1069, 1070, 1071, 1072, 1073 and 1074",90
64,Haldighati Haldi Ghati Dara Rajsamand,90
65,Fort of Kumbhalgarh as a whole Kumbhalgarh Rajasamand,90
66,Ghat with inscriptions pavilions and Toranas Nav Chowki Rajasamand (together with adjacent area comprised in Rajsamand Survey Plot No. 344).,90
67,RaktaTalai RaktaTalai Rajsamand,90
68,Badhshahi Bagh Shahi Bagh Rajsamand,90
69,Pratap Smarak Chavand Udaipur,90
70,Ancient Ruins Kalyanpur Udaipur,90
71,Sas Bahu Temples Nagada Udaipur,90
72,Mahal known as Hawa Mahal Veerpura (Jaisamand) Udaipur,90
73,Hawa Mahal known as Roothi Rani Ka Veerpura (Jaisamand) Udaipur Mahal 90 List of Centrally Protected Monuments / Sites under the jurisdiction of Sikkim Sl.No. Name of the Monument / Site Locality District,90
1,"Coronation Throne of Norbugang near Kheochod Phalvi West Sikkim Yuksam, Kheochod Phalvi,",91
2,"Dubdi Monastery, Kheochod Phalvi, Kheochod Phalvi West Sikkim",91
3,"Radbentse site of ancient capital of Sikkim, Pemayongtse West Sikkim Forest area of Pemayongtse Monastery Monastery Estate 91",91
22,List of Centrally Protected Monuments / Sites under the jurisdiction of Telangana (Hyderabad Circle) Sl.No. Name of the Monument / Site Locality District,92
1,Pre- historic site Janampet Bhadradri Kothagudem,92
2,Charminar Hyderabad Hyderabad,92
3,"Golkonda Fort, Fortifications Hyderabad Hyderabad",92
4,Alampur Temples Alampur Jagulamba Gadwal,92
5,Ramappa temple Palampet Mulugu,92
6,Ancient Mound Kondapur Sangareddy,92
7,Thousand Pillared temple Hanamkonda Warangal- Urban,92
8,"Warangal Fort, Defences and gateways Warangal Warangal- Urban 92",92
23,List of Centrally Protected Monuments/Sites under the jurisdiction of Tamilnadu (Chennai Circle and Tiruchirapalli Circle) Chennai Circle Sl.No. Name of the Monument / Site Locality District,93
1,“Arsenal” between Wellesley house and Chennai Chennai Clive’s House with shells and cannons piled together near the Gateway Block IV/1 to12 and 14 to18.,93
2,"Big Warehouse, south of the Church Library (in Chennai Chennai Block No.II/7).",93
3,Chaplain’s house including portion which is the Chennai Chennai northern side of the Old Wall II/1.,93
4,Clive’s House built in 1753. Chennai Chennai,93
5,"Garrisons Engineer’s Depot, Block No.IV. Chennai Chennai",93
6,Guard Room Block No.V. Chennai Chennai,93
7,"It’s Ramparts, gates, bastions, Ravelins with Chennai Chennai vaulted chambers and water cisterns underneath, moat and defence walls all round with glacis to the extent of the existing barbed wire fence.",93
8,King’s Barracks Block No.XXV. Chennai Chennai,93
9,Last house on the left of ‘Snobs Allay’ (oldest Chennai Chennai house in the Fort with carved staircase) – Block No. I/I.,93
10,Nursing Sister’s House Chennai Chennai (Block I/3).,93
11,Old British Infantry Officers Mess (Now Chennai Chennai Archaeological Dept. Office & Fort Museum) Block XXXVI-2.,93
12,St. Mary’s Church with tablets laid on the Chennai Chennai ground and enclosed by a compound and a buried wall.,93
13,"Tomb of Elihu Yale and Joseph Hymmners in Chennai Chennai the compound of Law College, George town",93
14,"Wellesley House (Built in 1798), Block No.IV/13. Chennai Chennai",93
15,Old Town Wall Tondiarpet Chennai,93
16,Nitiswaraswami Temple. Srimushnam Cuddalore,93
17,Chennaraya Perumal Temple together with Adiyamankottai Dharmapuri Adjacent land .,93
18,Jain Temple Mettupudur Erode,93
19,Megalithic Cists and Cairns. Agaram Kanchipuram,93
20,Megalithic Cists and Cairns. Agaram Kanchipuram,93
21,Megalithic cists and cairns. Alattur Kanchipuram,93
22,Megalithic cists and cairns. Amur Kanchipuram,93
23,Megalithic Cists and Cairns. Anur Kanchipuram,93
24,Megalithic cists and cairns in groups. Araiyapakkam Kanchipuram 93 Sl.No. Name of the Monument / Site Locality District,93
25,Megalithic Cists and Cairns. Atcharavakkam Kanchipuram,94
26,Megalithic cairns and cists with stone circles. Ayyanjeri Kanchipuram,94
27,Iravatanesvara Temple. Big Kanchipuram Kanchipuram,94
28,Jvarahareswara Swamiar Temple. Big Kanchipuram Kanchipuram,94
29,Megalithic Cists and Cairns with bounding Echchur Kanchipuram stone-circles.,94
30,Megalithic Cairns and Cists. Edakunram Kanchipuram,94
31,Megalithic cists and cairns. Eluchur Kanchipuram,94
32,Megalithic Cairns and Cists Erumaiyur Kanchipuram,94
33,Megalithic cists and cairns. Gudalur Kanchipuram,94
34,Megalithic Cists and Cairns with bounding Guduperum Kanchipuram stone-circles Bedu,94
35,Megalithic cists and cairns with stone circles. Guduvancheri Kanchipuram,94
36,Group of Cairns. Kadapperi Kanchipuram,94
37,Cairns in the forest reserve at the foot of the Kadmalaiputhur Kanchipuram Perumbair hills.,94
38,Cromlechs. Kadmalaiputhur Kanchipuram,94
39,Megalithic Cists and Cairns. Kalanipakkam Kanchipuram,94
40,Megalithic Cists and Cairns. Kalathur Kanchipuram,94
41,Megalithic Cists and Cairns. Kalvay Kanchipuram,94
42,Cists and cairns Kanakapattu Kanchipuram,94
43,"Piravatanesvara Temple together with the whole Kanchipuram Kanchipuram of the land in town survey No. M 128I Ward No. IV, Block No. 17",94
44,Sri Mathangeswarar Swamiar Temple. Kanchipuram Kanchipuram,94
45,Sri Muktesvara Swami Temple. Kanchipuram Kanchipuram,94
46,Vaikuntaperumal koil temple. Kanchipuram Kanchipuram,94
47,Megalithic cists and cairns with Bounding stone Kandalur Kanchipuram circles.,94
48,Megalithic Cairns and Cists. Karanaithangal Kanchipuram Porinjam Bakkam,94
49,Megalithic cists and cairns with stone circles. Kattamputtur Kanchipuram,94
50,Megalithic cairns and cists with stone circles. Kilampakkam Kanchipuram,94
51,Megalithic Cairns and Cists. Kottamedu Kanchipuram,94
52,Megalithic Cairns and Cists. Kumili Kanchipuram,94
